2.426951439343986383e+00,-3.614329651016326972e-01,1.334322329726680634e+00,3.272445066303674377e+00,-1.184696773181116575e-01,-2.227706458619692076e-01,-2.762558467967853870e-01,-1.458598320834120221e+00
2.426951439343986383e+00,-3.105920109313263233e-01,3.058556764615782964e+00,4.243802720344791446e+00,1.387160615987667489e+00,-2.227706458619692076e-01,1.619293463920594700e-01,-1.458598320834120221e+00
2.426951439343986383e+00,-2.597510567610199494e-01,1.334322329726680634e+00,2.948659181623301873e+00,5.359004116955540242e-01,-2.227706458619692076e-01,4.248404623053663731e-01,-1.458598320834120221e+00
-3.378225313024237897e-01,-3.614329651016326972e-01,3.058556764615782964e+00,1.329729758221438907e+00,2.888226199735799415e-01,-2.227706458619692076e-01,-1.009817695212474331e-01,-1.458598320834120221e+00
1.619901264850300837e-01,-3.614329651016326972e-01,1.334322329726680634e+00,3.583721041803214491e-01,1.066731604848232484e+00,-2.227706458619692076e-01,6.001145395809043270e-01,-1.458598320834120221e+00
-3.941255382073345914e-01,-3.614329651016326972e-01,9.955494504172191839e+00,4.891374489705536455e+00,1.867804132696820218e+00,-2.227706458619692076e-01,4.248404623053663731e-01,-1.457388418033876087e+00
2.426951439343986383e+00,-2.089101025907135478e-01,4.782791199504885071e+00,1.298602160671484995e+01,6.980452125130994778e-01,-2.227706458619692076e-01,1.038299732769749184e+00,-1.456178515233632176e+00
-3.526391120668739831e-01,-3.614329651016326972e-01,-3.899121051624220291e-01,-2.891996651804236151e-01,-3.578262880487740327e-01,-2.227706458619692076e-01,-3.638928854345543362e-01,-1.453758709633144353e+00
-3.625168325765074639e-01,-3.614329651016326972e-01,3.058556764615782964e+00,4.243802720344791446e+00,1.379439434996355907e+00,-2.227706458619692076e-01,4.248404623053663731e-01,-1.453758709633144353e+00
2.426951439343986383e+00,-1.580691484204071462e-01,-3.899121051624220291e-01,-2.891996651804236151e-01,-3.578262880487740327e-01,-2.227706458619692076e-01,-3.638928854345543362e-01,-1.453758709633144353e+00
1.461857736696165200e-01,-3.614329651016326972e-01,4.782791199504885071e+00,5.215160374385908959e+00,1.707589627127102716e+00,2.212486103933470893e+00,6.001145395809043270e-01,-1.453758709633144353e+00
2.426951439343986383e+00,-1.072281942501007584e-01,-3.899121051624220291e-01,-2.891996651804236151e-01,-3.578262880487740327e-01,-2.227706458619692076e-01,-3.638928854345543362e-01,-1.453758709633144353e+00
1.461857736696165200e-01,-3.105920109313263233e-01,-3.899121051624220291e-01,-2.891996651804236151e-01,-3.578262880487740327e-01,-2.227706458619692076e-01,-3.638928854345543362e-01,-1.453758709633144353e+00
1.461857736696165200e-01,-2.597510567610199494e-01,4.782791199504885071e+00,1.653515642901811411e+00,9.528441852263851430e-01,9.948577290357507596e-01,7.429230775429050693e-02,-1.451338904032656307e+00
-2.489230467157224902e-01,-3.614329651016326972e-01,6.507025634393987623e+00,1.104330629863261493e+01,-4.582257696264240010e-03,4.647742853728910717e+00,5.124775009431353778e-01,-1.450129001232412396e+00
1.619901264850300837e-01,-3.105920109313263233e-01,1.334322329726680634e+00,3.583721041803214491e-01,3.180404901219807456e+00,-2.227706458619692076e-01,1.564121964596363101e+00,-1.450129001232412396e+00
1.461857736696165200e-01,-2.089101025907135478e-01,1.334322329726680634e+00,2.301087412262556420e+00,2.803997327893362534e+00,-2.227706458619692076e-01,2.440492350974052815e+00,-1.450129001232412396e+00
2.426951439343986383e+00,-5.638724007979437070e-02,1.334322329726680634e+00,1.329729758221438907e+00,6.169728121043267510e-01,-2.227706458619692076e-01,-1.009817695212474331e-01,-1.450129001232412396e+00
-7.803848189906337218e-02,-3.614329651016326972e-01,1.334322329726680634e+00,2.301087412262556420e+00,2.497080383488722966e+00,-2.227706458619692076e-01,1.476484925958594152e+00,-1.450129001232412396e+00
