3035,0,1,11,124,0,1,0
3035,1,2,14,904,0,6,0
3035,2,1,10,463,0,9,0
236,0,2,5,335,0,3,0
742,0,1,2,738,0,11,0
179,0,6,16,1153,0,9,1
3035,3,3,41,547,0,16,2
221,0,0,0,0,0,0,4
211,0,2,14,900,0,9,4
3035,4,0,0,0,0,0,4
726,0,3,17,1070,2,11,4
3035,5,0,0,0,0,0,4
726,1,0,0,0,0,0,4
726,2,3,6,679,1,5,6
326,0,4,35,183,4,10,7
742,1,1,2,1833,0,22,7
726,3,1,8,1638,0,32,7
3035,6,1,5,505,0,3,7
499,0,1,8,1479,0,21,7
3035,7,2,5,760,0,6,7
726,4,2,6,468,2,11,9
3035,8,0,0,0,0,0,10
226,0,0,0,0,0,0,10
726,5,2,12,1289,0,13,10
726,6,1,5,1214,0,6,11
139,0,0,0,0,0,0,12
3035,9,0,0,0,0,0,12
726,7,0,0,0,0,0,12
3035,10,1,2,1989,0,7,13
666,0,0,0,0,0,0,13
666,1,0,0,0,0,0,13
726,8,0,0,0,0,0,13
1933,0,1,1,364,0,2,13
726,9,0,0,0,0,0,13
133,0,2,8,1288,0,13,13
726,10,1,6,628,0,10,14
133,1,0,0,0,0,0,14
726,11,2,6,577,2,6,14
3035,11,2,26,556,1,6,14
3035,12,0,0,0,0,0,14
236,1,1,13,553,0,10,14
3035,13,0,0,0,0,0,14
3035,14,0,0,0,0,0,14
236,2,2,11,282,0,5,14
726,12,1,5,1891,0,24,18
666,2,0,0,0,0,0,18
326,1,1,3,644,0,59,18
1933,1,0,0,0,0,0,19
3035,15,0,0,0,0,0,21
3035,16,0,0,0,0,0,21
272,0,1,3,710,0,25,21
742,2,2,10,1109,0,11,21
742,3,2,4,1762,0,15,21
714,0,4,15,358,0,9,21
3035,17,1,2,684,0,14,21
3035,18,0,0,0,0,0,22
742,4,2,4,457,0,28,23
709,0,0,0,0,0,0,25
709,1,0,0,0,0,0,26
19,0,0,0,0,0,0,26
726,13,0,0,0,0,0,26
3035,19,0,0,0,0,0,26
3035,20,0,0,0,0,0,27
709,2,0,0,0,0,0,27
3035,21,1,2,607,0,20,27
709,3,0,0,0,0,0,27
666,3,0,0,0,0,0,29
3035,22,0,0,0,0,0,31
3035,23,0,0,0,0,0,34
3035,24,0,0,0,0,0,35
106,0,0,0,0,0,0,35
338,0,0,0,0,0,0,35
158,0,0,0,0,0,0,35
158,1,1,7,831,6,4,35
338,1,1,1,444,1,56,35
726,14,0,0,0,0,0,35
683,0,1,5,718,3,52,44
758,0,0,0,0,0,0,46
859,0,0,0,0,0,0,47
3035,25,1,6,720,0,54,51
3035,26,0,0,0,0,0,54
16,0,0,0,0,0,0,55
3035,27,2,1,257,0,43,56
3035,28,0,0,0,0,0,56
3035,29,0,0,0,0,0,57
742,5,0,0,0,0,0,57
3035,30,0,0,0,0,0,64
3035,31,1,5,1385,0,17,64
2883,0,0,0,0,0,0,67
151,0,1,5,3364,5,29,69
3035,32,2,2,612,0,7,73
3035,33,1,-4,713,5,6,73
230,0,1,9,1402,0,25,75
3035,34,0,0,0,0,0,78
480,0,4,15,1815,2,5,82
714,1,0,0,0,0,0,82
714,2,0,0,0,0,0,87
5146,0,0,0,0,0,0,87
3035,35,0,0,0,0,0,87
3035,36,0,0,0,0,0,88
3035,37,0,0,0,0,0,96
143,0,0,0,0,0,0,99
