2.426951439343986383e+00,-3.614329651016326972e-01,1.547945232899639256e+00,1.549409103972555490e+00,-4.972576677056855798e-01,-3.637572212828092399e-01,-5.824776024586405532e-01,-4.518313331159128921e-01
2.426951439343986383e+00,-3.105920109313263233e-01,1.547945232899639256e+00,1.694846971865445973e+00,3.528871437340579398e-01,-3.637572212828092399e-01,-5.487875751057292861e-01,-4.518313331159128921e-01
2.426951439343986383e+00,-2.597510567610199494e-01,3.826827821283110831e-01,1.113095500293883822e+00,-1.529950083591433974e-01,-3.637572212828092399e-01,-5.285735586939825925e-01,-4.518313331159128921e-01
-3.378225313024237897e-01,-3.614329651016326972e-01,1.547945232899639256e+00,3.859061608294311885e-01,-4.420705238409727289e-01,-3.637572212828092399e-01,-5.690015915174760908e-01,-4.518313331159128921e-01
1.619901264850300837e-01,-3.614329651016326972e-01,3.826827821283110831e-01,-5.040744284924048718e-02,1.058589759586765072e-01,-3.637572212828092399e-01,-5.150975477528180191e-01,-4.518313331159128921e-01
-3.941255382073345914e-01,-3.614329651016326972e-01,6.208995035984950839e+00,1.985722707651227159e+00,7.431390896345274610e-01,-3.637572212828092399e-01,-5.285735586939825925e-01,-4.518313331159128921e-01
2.426951439343986383e+00,-2.089101025907135478e-01,2.713207683670967096e+00,5.621669404973490991e+00,-4.656265947719714221e-02,-3.637572212828092399e-01,-4.814075203999068076e-01,-4.518313331159128921e-01
-3.526391120668739831e-01,-3.614329651016326972e-01,3.826827821283110831e-01,-1.958453107421310457e-01,5.092507180174110637e-01,-3.637572212828092399e-01,2.665241034362005212e+00,-4.518313331159128921e-01
-3.625168325765074639e-01,-3.614329651016326972e-01,1.547945232899639256e+00,1.694846971865445973e+00,2.924440814060390581e-01,-3.637572212828092399e-01,-5.285735586939825925e-01,-4.518313331159128921e-01
2.426951439343986383e+00,-1.580691484204071462e-01,3.826827821283110831e-01,3.859061608294311885e-01,1.172810424009792074e+00,-3.637572212828092399e-01,1.459138055127781941e+00,-4.518313331159128921e-01
1.461857736696165200e-01,-3.614329651016326972e-01,2.713207683670967096e+00,2.131160575544117641e+00,5.223905141756760573e-01,9.589963106546787186e-01,-5.150975477528180191e-01,-4.518313331159128921e-01
2.426951439343986383e+00,-1.072281942501007584e-01,-7.825796686430169791e-01,-3.412831786350216112e-01,-6.509932827573857717e-01,-3.637572212828092399e-01,-5.892156079292227844e-01,-4.518313331159128921e-01
1.461857736696165200e-01,-3.105920109313263233e-01,-7.825796686430169791e-01,-3.412831786350216112e-01,-6.509932827573857717e-01,-3.637572212828092399e-01,-5.892156079292227844e-01,-4.518313331159128921e-01
1.461857736696165200e-01,-2.597510567610199494e-01,3.878470134442295159e+00,9.676576324009933394e-01,2.228031617672347475e-01,2.976195446859347671e-01,-5.555255805763116284e-01,-4.518313331159128921e-01
-2.489230467157224902e-01,-3.614329651016326972e-01,3.878470134442295159e+00,4.749042197616147654e+00,-4.197328703719223064e-01,2.281749842592166733e+00,-5.218355532234003613e-01,-4.518313331159128921e-01
1.619901264850300837e-01,-3.105920109313263233e-01,1.547945232899639256e+00,1.985722707651227159e+00,1.322604100214012535e+00,-3.637572212828092399e-01,-4.409794875764133093e-01,-4.518313331159128921e-01
