2.426951439343986383e+00,-3.614329651016326972e-01,2.153886917825866387e+00,4.677757240370295638e-02,5.944451264108606692e-01,-8.786775717696325705e-01,-1.650731850285590774e+00,-3.674970980882490412e-01,2.540088057646153086e+00,2.510797554562586686e+00,8.981653405717829330e-02,-5.651079669299550190e-01,-4.120678949205484054e-01,-6.125361320739963755e-01,-4.874530856735972972e-01,1.693726733339420143e+00,1.205917360468044208e+00
2.426951439343986383e+00,-3.105920109313263233e-01,1.131545770206253465e+00,-8.438199121726132346e-02,-7.631112176416239290e-01,-7.823097331947332922e-01,-1.133592644784942927e+00,1.417902189474346819e-01,2.540088057646153086e+00,2.510797554562586686e+00,8.981653405717829330e-02,1.411839541216997340e-01,-4.120678949205484054e-01,-5.969427568071276058e-01,-4.874530856735972972e-01,1.434377590249340084e+00,1.112404015750908304e+00
2.426951439343986383e+00,-2.597510567610199494e-01,1.092046225866404735e-01,3.906581089561471654e-01,-7.631112176416239290e-01,-8.015833009097131923e-01,1.592553689666766081e-01,1.160364853018801989e+00,2.540088057646153086e+00,2.510797554562586686e+00,8.981653405717829330e-02,-2.790979463495322221e-01,-4.120678949205484054e-01,-5.875867316470064772e-01,-4.874530856735972972e-01,9.156793040691800778e-01,4.992015833976592293e-02
-3.378225313024237897e-01,-3.614329651016326972e-01,1.131545770206253465e+00,1.779371360246672362e-01,1.046963907761688795e+00,-5.221165690425052519e-01,-8.750230420346190030e-01,-3.674970980882490412e-01,-2.462392392636168770e-01,-3.082012006744766497e-01,-1.433355307520160771e-01,-5.192590323330933400e-01,-4.120678949205484054e-01,-6.062987819672488454e-01,-4.874530856735972972e-01,2.673064463439801530e-01,1.205917360468044208e+00
1.619901264850300837e-01,-3.614329651016326972e-01,1.092046225866404735e-01,-1.141408838035305323e-01,-3.105924362907956926e-01,-5.221165690425052519e-01,-6.164534392842950794e-01,-3.674970980882490412e-01,-3.190637027055765601e-02,1.550410797452411726e-01,7.892727284847614877e-01,-6.404461026425251058e-02,-4.120678949205484054e-01,-5.813493815402589471e-01,-4.874530856735972972e-01,-1.217172682911397824e-01,2.504645457164582645e+00
-3.941255382073345914e-01,-3.614329651016326972e-01,5.220910360684705154e+00,9.527354550725278259e-02,1.952001470463345267e+00,-3.293808918927067508e-01,4.178249717170005040e-01,1.417902189474346819e-01,-3.891278185923230382e-01,-4.720307876521817603e-01,-2.599115631566132900e-01,4.654014201995072542e-01,-4.120678949205484054e-01,-5.875867316470064772e-01,-4.874530856735972972e-01,1.693726733339420143e+00,1.112404015750908304e+00
2.426951439343986383e+00,-2.089101025907135478e-01,2.153886917825866387e+00,3.498774043008893164e-01,-7.631112176416239290e-01,-8.786775717696325705e-01,-1.392162247535266850e+00,3.197514121161536771e+00,2.540088057646153086e+00,2.510797554562586686e+00,8.981653405717829330e-02,-1.906750010555847419e-01,-4.120678949205484054e-01,-5.657560062733902884e-01,-4.874530856735972972e-01,4.935591021965419323e+00,4.992015833976592293e-02
-3.526391120668739831e-01,-3.614329651016326972e-01,1.092046225866404735e-01,-1.582281320794849122e-01,-3.105924362907956926e-01,4.511986005639773145e-01,2.744951396469915483e+00,-3.674970980882490412e-01,-4.605721082566761049e-01,-4.155378266253869080e-01,-2.599115631566132900e-01,2.710892688128077599e-01,-4.120678949205484054e-01,8.906652436521451666e-01,-4.874530856735972972e-01,-2.513918398361797424e-01,-5.529948273365048461e-01
-3.625168325765074639e-01,-3.614329651016326972e-01,1.131545770206253465e+00,4.534824377493821279e-01,1.419263450600325160e-01,-5.992108399024247412e-01,1.452103382718296087e+00,1.160364853018801989e+00,-4.069888910084112910e-01,-4.437843071387843064e-01,-2.599115631566132900e-01,9.096845432513694929e-02,-4.120678949205484054e-01,-5.875867316470064772e-01,-4.874530856735972972e-01,1.434377590249340084e+00,1.112404015750908304e+00
2.426951439343986383e+00,-1.580691484204071462e-01,1.092046225866404735e-01,-1.284692394932157034e-01,-7.631112176416239290e-01,-9.654086264870419543e-01,-1.392162247535266850e+00,1.417902189474346819e-01,2.540088057646153086e+00,2.510797554562586686e+00,8.981653405717829330e-02,8.223681252750730808e-01,-4.120678949205484054e-01,3.324224090982461077e-01,-4.874530856735972972e-01,2.673064463439801530e-01,-5.529948273365048461e-01
