6.951875916943239808e-02,-6.145474617813105889e-01,-4.891482228436378477e-01,-8.659596480511557726e-01,0.000000000000000000e+00,3.355124454816084678e-01,-4.320720480989601042e-01,-3.004222244760038074e-01,-4.609813151631454026e-02,-1.067525054680728974e-01,4.599119709116405441e-01,-8.616664707611674245e-01,-1.715878034294173737e+00,-3.437243271570072922e-01
1.390882850285658945e+00,-6.145474617813105889e-01,-4.891482228436378477e-01,-8.174945511770953521e-01,0.000000000000000000e+00,2.870099832037632304e+00,4.016083454025745958e+00,-2.724631860044118281e-01,-5.270046463824822336e-01,-5.692204454881113346e-02,8.846296405472929836e-01,-4.717939707271228134e-01,-9.386294962277216269e-01,-3.437243271570072922e-01
6.951875916943239808e-02,-5.646235878822526422e-01,-4.891482228436378477e-01,-3.086110339994599938e-01,0.000000000000000000e+00,3.355124454816084678e-01,-4.320720480989601042e-01,-3.004222244760038074e-01,1.943551259167692891e-01,-1.565829663873346544e-01,-8.142410379953169963e-01,-7.562955248060202473e-01,-1.197712342249872330e+00,-1.206325122656771165e-01
1.283992301137353298e+00,-6.145474617813105889e-01,-4.891482228436378477e-01,-3.231505630616781644e-01,0.000000000000000000e+00,1.041872864685746247e+00,-2.122906111245954973e-04,3.426356603706125492e-01,1.943551259167692891e-01,-1.565829663873346544e-01,-8.142410379953169963e-01,-7.562955248060202473e-01,-1.197712342249872330e+00,-1.206325122656771165e-01
6.951875916943239808e-02,-5.146997139831946955e-01,-4.891482228436378477e-01,-6.817922799297259084e-01,0.000000000000000000e+00,3.355124454816084678e-01,-4.320720480989601042e-01,-3.004222244760038074e-01,9.157148982160209227e-01,2.389542568158819699e-02,-8.142410379953169963e-01,-7.773697139970496828e-01,9.770188786088124244e-02,3.255511175169832905e-01
-6.055794459777615879e-01,-6.145474617813105889e-01,-4.891482228436378477e-01,-7.205643574289742892e-01,0.000000000000000000e+00,-5.162751188527929802e-01,-5.443555850457972856e-01,-3.563403014191878770e-01,-5.270046463824822336e-01,-5.692204454881113346e-02,8.846296405472929836e-01,-4.717939707271228134e-01,-9.386294962277216269e-01,-3.437243271570072922e-01
-2.216173418002950202e-01,-6.145474617813105889e-01,-4.891482228436378477e-01,-5.659253025434538703e-02,0.000000000000000000e+00,-1.215442963563630463e-01,4.143730765771975189e-01,-1.047089551748597164e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
-6.055794459777615879e-01,-5.646235878822526422e-01,-4.891482228436378477e-01,-6.478667121178834920e-01,0.000000000000000000e+00,-5.162751188527929802e-01,-5.443555850457972856e-01,-3.563403014191878770e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
2.875395674312457572e+00,-6.145474617813105889e-01,-4.891482228436378477e-01,-4.879318924334838936e-01,0.000000000000000000e+00,2.620796154671465761e+00,4.297368513765895820e-02,1.293242968404741067e+00,-1.262492173273424834e-01,-1.678890373522091695e-01,-3.895233683596644458e-01,-4.717939707271228134e-01,-6.795466502055709235e-01,-3.437243271570072922e-01
6.159263689604425052e-01,-6.145474617813105889e-01,5.924466053075116978e-01,2.826631478640781459e-01,0.000000000000000000e+00,5.432655099534137166e-01,1.822235885987541382e+00,2.028404680126524584e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
6.951875916943239808e-02,-4.647758400841368043e-01,-4.891482228436378477e-01,-6.430202024304775277e-01,0.000000000000000000e+00,3.355124454816084678e-01,-4.320720480989601042e-01,-3.004222244760038074e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
-6.583214932548860920e-01,-6.145474617813105889e-01,5.924466053075116978e-01,3.117422059885144314e-01,0.000000000000000000e+00,-5.993763446415151241e-01,-5.529927801955540900e-01,-3.563403014191878770e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
1.283992301137353298e+00,-5.646235878822526422e-01,-4.891482228436378477e-01,-8.127433380284885059e-03,0.000000000000000000e+00,1.041872864685746247e+00,-2.122906111245954973e-04,3.426356603706125492e-01,1.943551259167692891e-01,-8.832779722901812347e-02,1.734064979818597863e+00,-2.610520788168284034e-01,3.567847338830319459e-01,-1.206325122656771165e-01
-2.216173418002950202e-01,-5.646235878822526422e-01,-4.891482228436378477e-01,-3.522296211861144499e-01,0.000000000000000000e+00,-1.215442963563630463e-01,4.143730765771975189e-01,-1.047089551748597164e-01,1.316470327271160645e+00,4.776379771854551148e-02,3.519430127598803526e-02,-5.560907274912405551e-01,1.393116117971634926e+00,3.255511175169832905e-01
-5.844826270669117863e-01,-6.145474617813105889e-01,-4.891482228436378477e-01,-5.897085958690109209e-01,0.000000000000000000e+00,-5.786010381943345049e-01,-3.111513160023661739e-01,-3.283812629475958422e-01,1.076017069838076878e+00,8.401921026019413749e-03,-8.142410379953169963e-01,-8.616664707611674245e-01,-1.456795188272023145e+00,1.217918377082304104e+00
6.951875916943239808e-02,-4.148519661850789131e-01,5.164919123193692507e-02,1.324213475544905871e-01,0.000000000000000000e+00,3.355124454816084678e-01,-4.320720480989601042e-01,-3.004222244760038074e-01,1.076017069838076878e+00,8.401921026019413749e-03,-8.142410379953169963e-01,-8.616664707611674245e-01,-1.456795188272023145e+00,1.217918377082304104e+00
1.390882850285658945e+00,-5.646235878822526422e-01,5.924466053075116978e-01,-2.795319758750237082e-01,0.000000000000000000e+00,2.870099832037632304e+00,4.016083454025745958e+00,-2.724631860044118281e-01,8.355638124049930004e-01,-4.142853989324234848e-02,3.519430127598803526e-02,-5.139423491091816842e-01,-4.204638041834202200e-01,5.486429324083135217e-01
